_id,GEOID,SidewalkStepLFt,StreetLFt,Ratio
608,42073011400,0,0,#DIV/0!
609,42073011500,0,0,#DIV/0!
610,42073011600,0,0,#DIV/0!
611,42073011700,0,0,#DIV/0!
612,42073011800,0,0,#DIV/0!
613,42125704100,0,0,#DIV/0!
614,42125711000,0,0,#DIV/0!
615,42125712700,0,0,#DIV/0!
616,42125713700,0,0,#DIV/0!
617,42125714000,0,0,#DIV/0!
618,42125715700,0,0,#DIV/0!
619,42125721000,0,0,#DIV/0!
620,42125722700,0,0,#DIV/0!
621,42125731000,0,0,#DIV/0!
622,42125732000,0,0,#DIV/0!
623,42125741100,0,0,#DIV/0!
624,42125741300,0,0,#DIV/0!
625,42125742100,0,0,#DIV/0!
626,42125742200,0,0,#DIV/0!
627,42125743700,0,0,#DIV/0!
628,42125744100,0,0,#DIV/0!
629,42125744200,0,0,#DIV/0!
630,42125745100,0,0,#DIV/0!
631,42125745200,0,0,#DIV/0!
632,42125746100,0,0,#DIV/0!
633,42125746200,0,0,#DIV/0!
634,42125746301,0,0,#DIV/0!
635,42125746302,0,0,#DIV/0!
636,42125751100,0,0,#DIV/0!
637,42125751200,0,0,#DIV/0!
638,42125752700,0,0,#DIV/0!
639,42125753700,0,0,#DIV/0!
640,42125754200,0,0,#DIV/0!
641,42125754300,0,0,#DIV/0!
642,42125754400,0,0,#DIV/0!
643,42125754500,0,0,#DIV/0!
644,42125754600,0,0,#DIV/0!
645,42125755100,0,0,#DIV/0!
646,42125755200,0,0,#DIV/0!
647,42125755700,0,0,#DIV/0!
648,42125761000,0,0,#DIV/0!
649,42125762000,0,0,#DIV/0!
650,42125763700,0,0,#DIV/0!
651,42125764000,0,0,#DIV/0!
652,42125771100,0,0,#DIV/0!
653,42125771200,0,0,#DIV/0!
654,42125772700,0,0,#DIV/0!
655,42125773100,0,0,#DIV/0!
656,42125773200,0,0,#DIV/0!
657,42125774700,0,0,#DIV/0!
658,42125775200,0,0,#DIV/0!
659,42125775300,0,0,#DIV/0!
660,42125781700,0,0,#DIV/0!
661,42125782700,0,0,#DIV/0!
662,42125783200,0,0,#DIV/0!
663,42125783300,0,0,#DIV/0!
664,42125784000,0,0,#DIV/0!
665,42125791000,0,0,#DIV/0!
666,42125792100,0,0,#DIV/0!
667,42125792200,0,0,#DIV/0!
668,42125795700,0,0,#DIV/0!
669,42125795800,0,0,#DIV/0!
670,42125795900,0,0,#DIV/0!
671,42125796000,0,0,#DIV/0!
672,42129800100,0,0,#DIV/0!
673,42129800200,0,0,#DIV/0!
674,42129800300,0,0,#DIV/0!
675,42129800400,0,0,#DIV/0!
676,42129800500,0,0,#DIV/0!
677,42129800600,0,0,#DIV/0!
678,42129800700,0,0,#DIV/0!
679,42129800800,0,0,#DIV/0!
680,42129800900,0,0,#DIV/0!
681,42129801001,0,0,#DIV/0!
682,42129801002,0,0,#DIV/0!
683,42129801100,0,0,#DIV/0!
684,42129801200,0,0,#DIV/0!
685,42129801300,0,0,#DIV/0!
686,42129801400,0,0,#DIV/0!
687,42129801500,0,0,#DIV/0!
688,42129801600,0,0,#DIV/0!
689,42129801701,0,0,#DIV/0!
690,42129801702,0,0,#DIV/0!
691,42129801703,0,0,#DIV/0!
692,42129801800,0,0,#DIV/0!
693,42129801900,0,0,#DIV/0!
694,42129802001,0,0,#DIV/0!
695,42129802002,0,0,#DIV/0!
696,42129802101,0,0,#DIV/0!
697,42129802102,0,0,#DIV/0!
698,42129802103,0,0,#DIV/0!
699,42129802200,0,0,#DIV/0!
700,42129802301,0,0,#DIV/0!
701,42129802303,0,0,#DIV/0!
702,42129802304,0,0,#DIV/0!
703,42129802400,0,0,#DIV/0!
704,42129802500,0,0,#DIV/0!
705,42129802600,0,0,#DIV/0!
706,42129802700,0,0,#DIV/0!
707,42129802800,0,0,#DIV/0!
708,42129802900,0,0,#DIV/0!
709,42129803000,0,0,#DIV/0!
710,42129803100,0,0,#DIV/0!
711,42129803200,0,0,#DIV/0!
712,42129803301,0,0,#DIV/0!
713,42129803302,0,0,#DIV/0!
714,42129803400,0,0,#DIV/0!
715,42129803501,0,0,#DIV/0!
716,42129803502,0,0,#DIV/0!
717,42129803600,0,0,#DIV/0!
718,42129803700,0,0,#DIV/0!
719,42129803800,0,0,#DIV/0!
720,42129803901,0,0,#DIV/0!
721,42129803902,0,0,#DIV/0!
722,42129804000,0,0,#DIV/0!
723,42129804100,0,0,#DIV/0!
724,42129804200,0,0,#DIV/0!
725,42129804300,0,0,#DIV/0!
726,42129804400,0,0,#DIV/0!
727,42129804501,0,0,#DIV/0!
728,42129804502,0,0,#DIV/0!
729,42129804600,0,0,#DIV/0!
730,42129804701,0,0,#DIV/0!
731,42129804702,0,0,#DIV/0!
732,42129804801,0,0,#DIV/0!
733,42129804802,0,0,#DIV/0!
734,42129804900,0,0,#DIV/0!
735,42129805000,0,0,#DIV/0!
736,42129805100,0,0,#DIV/0!
737,42129805200,0,0,#DIV/0!
738,42129805400,0,0,#DIV/0!
739,42129805500,0,0,#DIV/0!
740,42129805600,0,0,#DIV/0!
741,42129805800,0,0,#DIV/0!
742,42129805901,0,0,#DIV/0!
743,42129805902,0,0,#DIV/0!
744,42129806000,0,0,#DIV/0!
745,42129806100,0,0,#DIV/0!
746,42129806200,0,0,#DIV/0!
747,42129806300,0,0,#DIV/0!
748,42129806400,0,0,#DIV/0!
749,42129806500,0,0,#DIV/0!
750,42129806600,0,0,#DIV/0!
751,42129806700,0,0,#DIV/0!
752,42129806800,0,0,#DIV/0!
753,42129806900,0,0,#DIV/0!
754,42129807000,0,0,#DIV/0!
755,42129807100,0,0,#DIV/0!
756,42129807200,0,0,#DIV/0!
757,42129807300,0,0,#DIV/0!
758,42129807401,0,0,#DIV/0!
759,42129807402,0,0,#DIV/0!
760,42129807500,0,0,#DIV/0!
761,42129807600,0,0,#DIV/0!
762,42129807700,0,0,#DIV/0!
763,42129807800,0,0,#DIV/0!
764,42129807900,0,0,#DIV/0!
765,42129808100,0,0,#DIV/0!
766,42129808200,0,0,#DIV/0!
767,42129808300,0,0,#DIV/0!
768,42129808401,0,0,#DIV/0!
769,42129808402,0,0,#DIV/0!
770,42129808500,0,0,#DIV/0!
771,42129808600,0,0,#DIV/0!
772,,,,
